GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22200925,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,F,,34:41,5.0,11.0,0.455,0.0,0.0,0.0,3.0,5.0,0.6,0.0,0.0,0.0,2.0,1.0,1.0,3.0,5.0,13.0,-15.0
22200925,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,F,,26:17,2.0,5.0,0.4,1.0,4.0,0.25,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,3.0,3.0,6.0,1.0
22200925,1610612741,CHI,Chicago,202696,Nikola Vučević,Nikola,C,,31:29,9.0,14.0,0.643,4.0,6.0,0.667,1.0,1.0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,6.0,2.0,23.0,1.0
22200925,1610612741,CHI,Chicago,203897,Zach LaVine,Zach,G,,37:47,6.0,12.0,0.5,1.0,5.0,0.2,4.0,4.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,17.0,-5.0
22200925,1610612741,CHI,Chicago,201976,Patrick Beverley,Patrick,G,,29:09,3.0,6.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,0.0,7.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,2.0
22200925,1610612741,CHI,Chicago,1629632,Coby White,Coby,,,22:58,2.0,7.0,0.286,1.0,3.0,0.333,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,7.0,-6.0
22200925,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,,,21:30,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,8.0,-8.0
22200925,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,,,19:40,5.0,7.0,0.714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,10.0,5.0
22200925,1610612741,CHI,Chicago,203083,Andre Drummond,Andre,,,16:29,2.0,4.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,3.0,7.0,10.0,1.0,0.0,1.0,2.0,1.0,6.0,-5.0
22200925,1610612741,CHI,Chicago,1627884,Derrick Jones Jr.,Derrick,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
22200925,1610612741,CHI,Chicago,1631207,Dalen Terry,Dalen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
22200925,1610612761,TOR,Toronto,1628384,OG Anunoby,OG,F,,33:51,6.0,13.0,0.462,2.0,4.0,0.5,3.0,4.0,0.75,3.0,5.0,8.0,2.0,1.0,0.0,3.0,5.0,17.0,16.0
